FID,Date,Latitude,Longitude,Oceans,Regions,SubRegions,Measurement,Unit,Density Range,Density Class,Sampling Method,Short Reference,DOI,Organization,Keywords,Accession Number,Accession Link,GlobalID,Long Reference,Beach Location,Ocean Bottom Depth (m),Sediment Sample Depth (m),Transect Number,Sampling Point on Beach,Volunteers Number,Collecting Time (min),State,Country,Marine Setting,x,y
121967,6/25/2018 12:00:00 AM,31.680124,-114.495158,Pacific Ocean,Gulf of California,,0,pieces/m3,0-100,Very Low,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,59b755d6-c931-4ebf-8a17-fc97120d3619,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",SantaClara,,,,8,,,Sonora,Mexico,Beach,-12745542.6869,3721394.7848
121896,6/11/2018 12:00:00 AM,22.375112,-105.68474,Pacific Ocean,,,3526.093089,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,fd69d820-2d58-4025-90ef-8dd44f333ee4,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Novillero,,,,7,,,Nayarit,Mexico,Beach,-11764771.4414,2556621.9008
122013,7/7/2018 12:00:00 AM,31.828258,-116.609493,Pacific Ocean,,,0,pieces/m3,0-100,Very Low,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,8ce78126-cfc7-43f0-93bb-69b1eea5b3b8,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Ensenada,,,,4,,,Baja California,Mexico,Beach,-12980909.3824,3740787.8734
121990,7/11/2018 12:00:00 AM,26.729392,-111.906818,Pacific Ocean,Gulf of California,,1410.437236,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,5aefb586-fc88-4500-b156-edcd7384ae00,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Burro,,,,1,,,Baja California Sur,Mexico,Beach,-12457409.9961,3089703.3454
121472,6/26/2019 12:00:00 AM,28.152519,-16.43179,Atlantic Ocean,,,4000,pieces/m3,500-30000,Medium,Stainless steel spoon,González-Hernández et al. 2020,https://doi.org/10.1016/j.marpolbul.2019.110757,"Universidad de La Laguna, Spain",Tenerife; Canary Islands,277839,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0277839,9cdc2c17-cd7f-4ad1-bdb9-aa9b286820ed,"González-Hernández, M., C. Hernández-Sánchez, J. González-Sálamo, J. López-Darias, J. Hernández-Borges. Monitoring of meso and microplastic debris in Playa Grande beach (Tenerife, Canary Islands, Spain) during a moon cycle. Marine Pollution bulletin, 150, 110757. https://doi.org/10.1016/j.marpolbul.2019.110757",Playa Grande beach,,,2,10,,,Canary Islands,Spain,Beach,-1829178.4956,3268216.5901
122059,5/18/2018 12:00:00 AM,21.526733,-87.37755,Atlantic Ocean,Gulf of Mexico,,0,pieces/m3,0-100,Very Low,PVC cylinder,Cruz-Salas et al. 2022,https://doi.org/10.1016/j.rsma.2022.102423,"Universidad Autónoma de Baja California, Mexico",Holbox island; Mexico,278269,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278269,6df7f7e7-2487-4a01-a628-03053ccad6f4,"Cruz-Salas, A.A., J.C. Alvarez-Zeferino, S. Ojeda-Benítez, S.E. Cruz-Sotelo, A. Vázquez-Morillas. 2022. Solid waste and microplastics on the beaches of Holbox island, Mexico. Regional Studies in Marine Science 53, 102423. https://doi.org/10.1016/j.rsma.2022.102423",Holbox island,,,,10,,,Quintana Roo,Mexico,Beach,-9726824.3728,2454797.8421
121489,7/9/2019 12:00:00 AM,28.152519,-16.43179,Atlantic Ocean,,,55840,pieces/m3,>40000,Very High,Stainless steel spoon,González-Hernández et al. 2020,https://doi.org/10.1016/j.marpolbul.2019.110757,"Universidad de La Laguna, Spain",Tenerife; Canary Islands,277839,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0277839,417215fe-f54c-4814-b931-a1bdb6f6187f,"González-Hernández, M., C. Hernández-Sánchez, J. González-Sálamo, J. López-Darias, J. Hernández-Borges. Monitoring of meso and microplastic debris in Playa Grande beach (Tenerife, Canary Islands, Spain) during a moon cycle. Marine Pollution bulletin, 150, 110757. https://doi.org/10.1016/j.marpolbul.2019.110757",Playa Grande beach,,,4,7,,,Canary Islands,Spain,Beach,-1829178.4956,3268216.5901
121495,7/16/2019 12:00:00 AM,28.152519,-16.43179,Atlantic Ocean,,,28320,pieces/m3,500-30000,Medium,Stainless steel spoon,González-Hernández et al. 2020,https://doi.org/10.1016/j.marpolbul.2019.110757,"Universidad de La Laguna, Spain",Tenerife; Canary Islands,277839,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0277839,c6159ca7-1c45-4a04-8b37-7c42a0ce3999,"González-Hernández, M., C. Hernández-Sánchez, J. González-Sálamo, J. López-Darias, J. Hernández-Borges. Monitoring of meso and microplastic debris in Playa Grande beach (Tenerife, Canary Islands, Spain) during a moon cycle. Marine Pollution bulletin, 150, 110757. https://doi.org/10.1016/j.marpolbul.2019.110757",Playa Grande beach,,,5,3,,,Canary Islands,Spain,Beach,-1829178.4956,3268216.5901
122036,7/17/2018 12:00:00 AM,22.894645,-109.89479,Pacific Ocean,Gulf of California,,3526.093089,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,35087f96-0057-4245-82e3-621c0c5fd9a5,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Medano ,,,,7,,,Baja California Sur,Mexico,Beach,-12233432.0636,2619282.695
121710,4/8/2018 12:00:00 AM,22.282206,-97.798196,Atlantic Ocean,Gulf of Mexico,,1410.437236,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,0296ff37-1174-49fe-b8cf-75195b4b70ee,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Miramar,,,,1,,,Tamaulipas,Mexico,Beach,-10886845.3792,2545441.3291
121518,3/23/2019 12:00:00 AM,21.329722,92.029167,Indian Ocean,Bay of Bengal,,1600,pieces/m3,500-30000,Medium,Trowel,Fatema et al. 2023,https://doi.org/10.1007/s43217-023-00131-z,Bangladesh Agricultural University,Bangladesh coast ,277997,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277997,62da0c19-b182-41aa-b3dd-a9eae86ef2a7,"Fatema, K., K. A. Sumon, S. M. Moon, Md. J. Alam, S. J. Hasan, Md. H. Uddin, H. Arakawa, H. Rashid. 2023. Microplastics and mesoplastics in surface water, beach sediment, and crude salt from the northern Bay of Bengal, Bangladesh coast. Journal of Sedimentary Environments. https://doi.org/10.1007/s11356-022-24998-z",Crab beach,,,2,6,,,,Bangladesh,Beach,10244640.0086,2431238.1201
128256,2/22/2016 12:00:00 AM,10.758064,-61.436573,Atlantic Ocean,Caribbean Sea,,0,pieces/m3,0-100,Very Low,Hand picking,Seemungal et al. 2022,https://doi.org/10.1007/s11852-021-00846-z,"University of the West Indies, St. Augustine Campus, Trinidad and Tobago",,280519,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280519,18b3a3f1-6726-41b1-b8ed-19d5360f5d62,"Seemungal, R., J. Darsan, M. Wilson. 2022. The influence of coastal geomorphology and human activity on plastic debris distribution on a micro-tidal recreational beach on the north coast of Trinidad. Journal of Coastal Conservation 26, 19. https://doi.org/10.1007/s11852-021-00846-z",Maracas Beach,,,,,,,,Trinidad,Beach,-6839088.0224,1204681.7
121541,9/6/2019 12:00:00 AM,21.329722,92.029167,Indian Ocean,Bay of Bengal,,4160,pieces/m3,500-30000,Medium,Trowel,Fatema et al. 2023,https://doi.org/10.1007/s43217-023-00131-z,Bangladesh Agricultural University,Bangladesh coast ,277997,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277997,d6d800a2-83eb-49f5-951c-eae671a352b0,"Fatema, K., K. A. Sumon, S. M. Moon, Md. J. Alam, S. J. Hasan, Md. H. Uddin, H. Arakawa, H. Rashid. 2023. Microplastics and mesoplastics in surface water, beach sediment, and crude salt from the northern Bay of Bengal, Bangladesh coast. Journal of Sedimentary Environments. https://doi.org/10.1007/s11356-022-24998-z",Crab beach,,,4,9,,,,Bangladesh,Beach,10244640.0086,2431238.1201
121558,1/3/2020 12:00:00 AM,21.329722,92.029167,Indian Ocean,Bay of Bengal,,640,pieces/m3,500-30000,Medium,Trowel,Fatema et al. 2023,https://doi.org/10.1007/s43217-023-00131-z,Bangladesh Agricultural University,Bangladesh coast ,277997,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277997,42be3f1c-6c48-4f0f-8e2c-8da65371e06d,"Fatema, K., K. A. Sumon, S. M. Moon, Md. J. Alam, S. J. Hasan, Md. H. Uddin, H. Arakawa, H. Rashid. 2023. Microplastics and mesoplastics in surface water, beach sediment, and crude salt from the northern Bay of Bengal, Bangladesh coast. Journal of Sedimentary Environments. https://doi.org/10.1007/s11356-022-24998-z",Crab beach,,,6,6,,,,Bangladesh,Beach,10244640.0086,2431238.1201
121890,6/11/2018 12:00:00 AM,22.375112,-105.68474,Pacific Ocean,,,1410.437236,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,492a30ff-e091-46cc-806a-49f510c6b067,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Novillero,,,,1,,,Nayarit,Mexico,Beach,-11764771.4414,2556621.9008
121950,6/23/2018 12:00:00 AM,31.29732,-113.541203,Pacific Ocean,Gulf of California,,1410.437236,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,c0888b9e-1b89-4b68-8ef2-71026c80b809,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Pe¤asco,,,,1,,,Sonora,Mexico,Beach,-12639348.902,3671422.3015
121512,3/22/2019 12:00:00 AM,21.434722,91.964167,Indian Ocean,Bay of Bengal,,1360,pieces/m3,500-30000,Medium,Trowel,Fatema et al. 2023,https://doi.org/10.1007/s43217-023-00131-z,Bangladesh Agricultural University,Bangladesh coast ,277997,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277997,bfeee146-d11a-4f9a-a1c4-50d87c37f8b5,"Fatema, K., K. A. Sumon, S. M. Moon, Md. J. Alam, S. J. Hasan, Md. H. Uddin, H. Arakawa, H. Rashid. 2023. Microplastics and mesoplastics in surface water, beach sediment, and crude salt from the northern Bay of Bengal, Bangladesh coast. Journal of Sedimentary Environments. https://doi.org/10.1007/s11356-022-24998-z",Laboni beach,,,1,10,,,,Bangladesh,Beach,10237404.2417,2443790.6738
121856,6/2/2018 12:00:00 AM,17.810561,-101.748865,Pacific Ocean,,,1410.437236,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,033383bc-a8a3-45f3-a334-d95bd3e99778,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Troncones,,,,7,,,Guerrero,Mexico,Beach,-11326631.8406,2015386.9049
121844,6/1/2018 12:00:00 AM,16.538785,-98.915883,Pacific Ocean,,,4231.311707,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,667cbfab-04f5-412f-969d-cc89b0f7fc16,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Ventura,,,,5,,,Guerrero,Mexico,Beach,-11011265.7269,1867202.2835
121758,4/17/2018 12:00:00 AM,19.430959,-96.321492,Atlantic Ocean,Gulf of Mexico,,0,pieces/m3,0-100,Very Low,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,57d2b5e1-d929-4002-b338-52714b7b0292,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Chachalacas,,,,9,,,Veracruz,Mexico,Beach,-10722459.4419,2205740.6517
121904,6/13/2018 12:00:00 AM,21.525186,-105.278947,Pacific Ocean,,,1410.437236,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,9adcd35c-30a4-4cd2-9f5f-39917ca28e78,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Borrego,,,,5,,,Nayarit,Mexico,Beach,-11719598.7713,2454612.7187
121804,5/18/2018 12:00:00 AM,21.526733,-87.37755,Atlantic Ocean,Gulf of Mexico,,0,pieces/m3,0-100,Very Low,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,5650d982-5701-42e4-80b0-a3c72dc9a281,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Holbox,,,,5,,,Quintana Roo,Mexico,Beach,-9726824.3728,2454797.8421
121501,7/16/2019 12:00:00 AM,28.152519,-16.43179,Atlantic Ocean,,,85600,pieces/m3,>40000,Very High,Stainless steel spoon,González-Hernández et al. 2020,https://doi.org/10.1016/j.marpolbul.2019.110757,"Universidad de La Laguna, Spain",Tenerife; Canary Islands,277839,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0277839,8857ccdd-3363-4b56-b834-f2fe621af0e8,"González-Hernández, M., C. Hernández-Sánchez, J. González-Sálamo, J. López-Darias, J. Hernández-Borges. Monitoring of meso and microplastic debris in Playa Grande beach (Tenerife, Canary Islands, Spain) during a moon cycle. Marine Pollution bulletin, 150, 110757. https://doi.org/10.1016/j.marpolbul.2019.110757",Playa Grande beach,,,5,9,,,Canary Islands,Spain,Beach,-1829178.4956,3268216.5901
122042,5/18/2018 12:00:00 AM,21.5317,-87.3683,Atlantic Ocean,Gulf of Mexico,,0,pieces/m3,0-100,Very Low,PVC cylinder,Cruz-Salas et al. 2022,https://doi.org/10.1016/j.rsma.2022.102423,"Universidad Autónoma de Baja California, Mexico",Holbox island; Mexico,278269,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278269,a5e7a0a2-96c0-4891-b3dd-e1f5993cabca,"Cruz-Salas, A.A., J.C. Alvarez-Zeferino, S. Ojeda-Benítez, S.E. Cruz-Sotelo, A. Vázquez-Morillas. 2022. Solid waste and microplastics on the beaches of Holbox island, Mexico. Regional Studies in Marine Science 53, 102423. https://doi.org/10.1016/j.rsma.2022.102423",Holbox island,,,,3,,,Quintana Roo,Mexico,Beach,-9725794.6675,2455392.2366
121850,6/2/2018 12:00:00 AM,17.810561,-101.748865,Pacific Ocean,,,0,pieces/m3,0-100,Very Low,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,ac7b33a2-333a-489d-817a-04d7887528a7,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Troncones,,,,1,,,Guerrero,Mexico,Beach,-11326631.8406,2015386.9049
121455,6/17/2019 12:00:00 AM,28.152519,-16.43179,Atlantic Ocean,,,4560,pieces/m3,500-30000,Medium,Stainless steel spoon,González-Hernández et al. 2020,https://doi.org/10.1016/j.marpolbul.2019.110757,"Universidad de La Laguna, Spain",Tenerife; Canary Islands,277839,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0277839,34089bf6-9a0b-47b2-8f73-714468711fa9,"González-Hernández, M., C. Hernández-Sánchez, J. González-Sálamo, J. López-Darias, J. Hernández-Borges. Monitoring of meso and microplastic debris in Playa Grande beach (Tenerife, Canary Islands, Spain) during a moon cycle. Marine Pollution bulletin, 150, 110757. https://doi.org/10.1016/j.marpolbul.2019.110757",Playa Grande beach,,,1,3,,,Canary Islands,Spain,Beach,-1829178.4956,3268216.5901
121996,7/11/2018 12:00:00 AM,26.729392,-111.906818,Pacific Ocean,Gulf of California,,705.218618,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,6989c14b-beb1-4002-af54-54b72a431c34,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Burro,,,,7,,,Baja California Sur,Mexico,Beach,-12457409.9961,3089703.3454
121750,4/17/2018 12:00:00 AM,19.430959,-96.321492,Atlantic Ocean,Gulf of Mexico,,2115.655853,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,832e1cff-1a7d-47aa-a3b0-0559a6e23523,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Chachalacas,,,,1,,,Veracruz,Mexico,Beach,-10722459.4419,2205740.6517
121552,1/2/2020 12:00:00 AM,21.434722,91.964167,Indian Ocean,Bay of Bengal,,640,pieces/m3,500-30000,Medium,Trowel,Fatema et al. 2023,https://doi.org/10.1007/s43217-023-00131-z,Bangladesh Agricultural University,Bangladesh coast ,277997,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277997,48d99e7d-8382-4eaa-8113-6fad7d54feb0,"Fatema, K., K. A. Sumon, S. M. Moon, Md. J. Alam, S. J. Hasan, Md. H. Uddin, H. Arakawa, H. Rashid. 2023. Microplastics and mesoplastics in surface water, beach sediment, and crude salt from the northern Bay of Bengal, Bangladesh coast. Journal of Sedimentary Environments. https://doi.org/10.1007/s11356-022-24998-z",Laboni beach,,,5,10,,,,Bangladesh,Beach,10237404.2417,2443790.6738
121979,6/29/2018 12:00:00 AM,32.232574,-116.926193,Pacific Ocean,,,2115.655853,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,751f2330-f7d1-4620-a5c0-d8add65e687f,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Paraiso,,,,10,,,Baja California,Mexico,Beach,-13016164.2652,3793878.4461
121481,7/1/2019 12:00:00 AM,28.152519,-16.43179,Atlantic Ocean,,,22400,pieces/m3,500-30000,Medium,Stainless steel spoon,González-Hernández et al. 2020,https://doi.org/10.1016/j.marpolbul.2019.110757,"Universidad de La Laguna, Spain",Tenerife; Canary Islands,277839,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0277839,29d1806c-8b29-450b-b93e-c9f447db7517,"González-Hernández, M., C. Hernández-Sánchez, J. González-Sálamo, J. López-Darias, J. Hernández-Borges. Monitoring of meso and microplastic debris in Playa Grande beach (Tenerife, Canary Islands, Spain) during a moon cycle. Marine Pollution bulletin, 150, 110757. https://doi.org/10.1016/j.marpolbul.2019.110757",Playa Grande beach,,,3,9,,,Canary Islands,Spain,Beach,-1829178.4956,3268216.5901
121718,4/8/2018 12:00:00 AM,22.282206,-97.798196,Atlantic Ocean,Gulf of Mexico,,2820.874471,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,8025f04f-691e-4714-9b45-f384b77fa5aa,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Miramar,,,,9,,,Tamaulipas,Mexico,Beach,-10886845.3792,2545441.3291
122073,5/18/2018 12:00:00 AM,21.516267,-87.391983,Atlantic Ocean,Gulf of Mexico,,2825.556538,pieces/m3,500-30000,Medium,PVC cylinder,Cruz-Salas et al. 2022,https://doi.org/10.1016/j.rsma.2022.102423,"Universidad Autónoma de Baja California, Mexico",Holbox island; Mexico,278269,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278269,1e380008-c5e1-4cdc-9bdc-1cc3f1fb4883,"Cruz-Salas, A.A., J.C. Alvarez-Zeferino, S. Ojeda-Benítez, S.E. Cruz-Sotelo, A. Vázquez-Morillas. 2022. Solid waste and microplastics on the beaches of Holbox island, Mexico. Regional Studies in Marine Science 53, 102423. https://doi.org/10.1016/j.rsma.2022.102423",Holbox island,,,,4,,,Quintana Roo,Mexico,Beach,-9728431.047,2453545.4559
121930,6/19/2018 12:00:00 AM,27.916643,-110.775325,Pacific Ocean,Gulf of California,,1410.437236,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,e61f205b-1758-4195-b38b-64fb7bfb0b29,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Cochorit,,,,1,,,Sonora,Mexico,Beach,-12331452.7715,3238468.4381
